SystemId|Customer Name|Customer Number|Account System Id|Account Number|Customer Type|Trust Name|PAN|AddressType|Address 1|Address 2|Address 3|Address 4|Email Id|Segment|Industry|Business Unit|Customer Zone|Customer State|Customer Location|Father Name|Pendency Reason|Pendency Remarks|NPA Type|Date Of NPA|AdhaarNo|Customer Demise
2|BHARAT JOSHI|20203030|150|LAN600|companies|||||||||||CTQA|WEST|GUJARAT|AHMEDABAD|ANIL||||||No
2|BHARAT JOSHI|20203030|151|LAN600|companies|||||||||||CTQA|WEST|GUJARAT|AHMEDABAD|ANIL||||||No
2|BHARAT JOSHI|20203030|152|2C15453|companies|||||||||||CTQA|WEST|GUJARAT|AHMEDABAD|ANIL||||||No
2|BHARAT JOSHI|20203030|153|A4A35B2|companies|||||||||||CTQA|WEST|GUJARAT|AHMEDABAD|ANIL||||||No
2|BHARAT JOSHI|20203030|154|C41B411|companies|||||||||||CTQA|WEST|GUJARAT|AHMEDABAD|ANIL||||||No
2|BHARAT JOSHI|20203030|155|CC2154C|companies|||||||||||CTQA|WEST|GUJARAT|AHMEDABAD|ANIL||||||No
2|BHARAT JOSHI|20203030|187|LAN1107|companies|||||||||||CTQA|WEST|GUJARAT|AHMEDABAD|ANIL||||||No
3|DIGVIJAY JOSHI|202040|3|LAN4041|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|CTQA|WEST|MAHARASHTRA|AKOLA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No
3|DIGVIJAY JOSHI|202040|45|LAN4040-01|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|CTQA|WEST|MAHARASHTRA|AKOLA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No
3|DIGVIJAY JOSHI|202040|46|LAN4040-02|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|CTQA|WEST|MAHARASHTRA|AKOLA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No
5|ANUPAMA|AS_1657|58|2323|companies|||commercial|ADDRESS|||||NA|NA|CTQA|WEST|GOA|COLVA||||Loss assets|03-Jun-2025|231422785438|No
5|ANUPAMA|AS_1657|60|121232|companies|||commercial|ADDRESS|||||NA|NA|CTQA|WEST|GOA|COLVA||||Loss assets|03-Jun-2025|231422785438|No
5|ANUPAMA|AS_1657|63|13232|companies|||commercial|ADDRESS|||||NA|NA|CTQA|WEST|GOA|COLVA||||Loss assets|03-Jun-2025|231422785438|No
6|DEVANSHU|DEVANSHU1|6|DEV|companies|||commercial|PUNE|||||NA|NA|CTQA|WEST|GOA|COLVA|||||||No
7|SUNIL JOSHI|20205050|7|LAN5051|companies|||||||||||CTQA|WEST|MAHARASHTRA|AKOLA|||||||Yes
7|SUNIL JOSHI|20205050|57|22SFG23|companies|||||||||||CTQA|WEST|MAHARASHTRA|AKOLA|||||||Yes
10|RIYA|RY01|42|989099|partnership firm||BHGYT5876T|commercial|DELHI|PUNE|MUMBAI|SATARA|SNEHAL.GAIKWAD@CUBICTREE.COM|NA|NA|CTQA|NORTH|DELHI|DELHI|VIJAY|NA|PENDENCY REMARK|Loss assets|01-Jan-2025|123435478674|No
10|RIYA|RY01|68|ACC121PLUS|partnership firm||BHGYT5876T|commercial|DELHI|PUNE|MUMBAI|SATARA|SNEHAL.GAIKWAD@CUBICTREE.COM|NA|NA|CTQA|NORTH|DELHI|DELHI|VIJAY|NA|PENDENCY REMARK|Loss assets|01-Jan-2025|123435478674|No
11|SEEMA|ST01|43|989011|companies|||commercial|MUMBAI|DELHI||||||CTQA|WEST|MAHARASHTRA|KHED||NA|PENDENCY REMARK 2|Loss assets|01-Jan-2025||No
11|SEEMA|ST01|44|989022|companies|||commercial|MUMBAI|DELHI||||||CTQA|WEST|MAHARASHTRA|KHED||NA|PENDENCY REMARK 2|Loss assets|01-Jan-2025||No
11|SEEMA|ST01|67|ACC61PLUS|companies|||commercial|MUMBAI|DELHI||||||CTQA|WEST|MAHARASHTRA|KHED||NA|PENDENCY REMARK 2|Loss assets|01-Jan-2025||No
12|LEENA|LNT01|47|LNTACC01|Trusts|||||||||||CTQA|WEST|MAHARASHTRA|PUNE|||||||No
13|NEELAM|LNT02|48|LNTACC02|Trusts|||||||||||CTQA|WEST|MAHARASHTRA|PUNE|||||||No
17|ANVI|AC02|93|AACC0A1|Trusts|XYZ|BHGYT6568U|commercial|MUMBAI|PUNE|||ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|93|AACC0A1|Trusts|XYZ|BHGYT6568U|Other|MUMBAI|PUNE|DELHI|KOLKATTA|ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|94|AACC0A2|Trusts|XYZ|BHGYT6568U|commercial|MUMBAI|PUNE|||ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|94|AACC0A2|Trusts|XYZ|BHGYT6568U|Other|MUMBAI|PUNE|DELHI|KOLKATTA|ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|102|ACC0153|Trusts|XYZ|BHGYT6568U|commercial|MUMBAI|PUNE|||ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|102|ACC0153|Trusts|XYZ|BHGYT6568U|Other|MUMBAI|PUNE|DELHI|KOLKATTA|ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|103|ACC01531|Trusts|XYZ|BHGYT6568U|commercial|MUMBAI|PUNE|||ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|103|ACC01531|Trusts|XYZ|BHGYT6568U|Other|MUMBAI|PUNE|DELHI|KOLKATTA|ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|108|2322323|Trusts|XYZ|BHGYT6568U|commercial|MUMBAI|PUNE|||ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|108|2322323|Trusts|XYZ|BHGYT6568U|Other|MUMBAI|PUNE|DELHI|KOLKATTA|ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|109|1232344545|Trusts|XYZ|BHGYT6568U|commercial|MUMBAI|PUNE|||ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|109|1232344545|Trusts|XYZ|BHGYT6568U|Other|MUMBAI|PUNE|DELHI|KOLKATTA|ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|112|ACC12|Trusts|XYZ|BHGYT6568U|commercial|MUMBAI|PUNE|||ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|112|ACC12|Trusts|XYZ|BHGYT6568U|Other|MUMBAI|PUNE|DELHI|KOLKATTA|ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|113|KL9|Trusts|XYZ|BHGYT6568U|commercial|MUMBAI|PUNE|||ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|113|KL9|Trusts|XYZ|BHGYT6568U|Other|MUMBAI|PUNE|DELHI|KOLKATTA|ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|114|ACC122|Trusts|XYZ|BHGYT6568U|commercial|MUMBAI|PUNE|||ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|114|ACC122|Trusts|XYZ|BHGYT6568U|Other|MUMBAI|PUNE|DELHI|KOLKATTA|ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|116|ACC1211|Trusts|XYZ|BHGYT6568U|commercial|MUMBAI|PUNE|||ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|116|ACC1211|Trusts|XYZ|BHGYT6568U|Other|MUMBAI|PUNE|DELHI|KOLKATTA|ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|121|ACCS01|Trusts|XYZ|BHGYT6568U|commercial|MUMBAI|PUNE|||ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|121|ACCS01|Trusts|XYZ|BHGYT6568U|Other|MUMBAI|PUNE|DELHI|KOLKATTA|ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|159|ACC12JM01|Trusts|XYZ|BHGYT6568U|commercial|MUMBAI|PUNE|||ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|159|ACC12JM01|Trusts|XYZ|BHGYT6568U|Other|MUMBAI|PUNE|DELHI|KOLKATTA|ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|160|ACC12JM01|Trusts|XYZ|BHGYT6568U|commercial|MUMBAI|PUNE|||ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|160|ACC12JM01|Trusts|XYZ|BHGYT6568U|Other|MUMBAI|PUNE|DELHI|KOLKATTA|ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|161|ACC12JM01|Trusts|XYZ|BHGYT6568U|commercial|MUMBAI|PUNE|||ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|161|ACC12JM01|Trusts|XYZ|BHGYT6568U|Other|MUMBAI|PUNE|DELHI|KOLKATTA|ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|162|8A27C1|Trusts|XYZ|BHGYT6568U|commercial|MUMBAI|PUNE|||ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|162|8A27C1|Trusts|XYZ|BHGYT6568U|Other|MUMBAI|PUNE|DELHI|KOLKATTA|ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|163|8N6118|Trusts|XYZ|BHGYT6568U|commercial|MUMBAI|PUNE|||ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|163|8N6118|Trusts|XYZ|BHGYT6568U|Other|MUMBAI|PUNE|DELHI|KOLKATTA|ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|164|2O1464|Trusts|XYZ|BHGYT6568U|commercial|MUMBAI|PUNE|||ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|164|2O1464|Trusts|XYZ|BHGYT6568U|Other|MUMBAI|PUNE|DELHI|KOLKATTA|ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|165|2COC84|Trusts|XYZ|BHGYT6568U|commercial|MUMBAI|PUNE|||ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|165|2COC84|Trusts|XYZ|BHGYT6568U|Other|MUMBAI|PUNE|DELHI|KOLKATTA|ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|166|14C1N1|Trusts|XYZ|BHGYT6568U|commercial|MUMBAI|PUNE|||ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|166|14C1N1|Trusts|XYZ|BHGYT6568U|Other|MUMBAI|PUNE|DELHI|KOLKATTA|ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|167|2C22A1|Trusts|XYZ|BHGYT6568U|commercial|MUMBAI|PUNE|||ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|167|2C22A1|Trusts|XYZ|BHGYT6568U|Other|MUMBAI|PUNE|DELHI|KOLKATTA|ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|168|N8C34O|Trusts|XYZ|BHGYT6568U|commercial|MUMBAI|PUNE|||ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|168|N8C34O|Trusts|XYZ|BHGYT6568U|Other|MUMBAI|PUNE|DELHI|KOLKATTA|ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|169|C4ACCN|Trusts|XYZ|BHGYT6568U|commercial|MUMBAI|PUNE|||ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|169|C4ACCN|Trusts|XYZ|BHGYT6568U|Other|MUMBAI|PUNE|DELHI|KOLKATTA|ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|170|ACC11|Trusts|XYZ|BHGYT6568U|commercial|MUMBAI|PUNE|||ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
17|ANVI|AC02|170|ACC11|Trusts|XYZ|BHGYT6568U|Other|MUMBAI|PUNE|DELHI|KOLKATTA|ANVI@TEST.COM|Finance|Banking|CTQA|NORTH|DELHI|GHAZIABAD|RAMESH|NA|PENDENCY REMARK||02-Feb-2025|234512362381|No
18|AARYA|AC01|70|AACC01|Trusts|XYZ|BHGYT6567U|Other|Mumbai|Pune|Delhi|Kolkatta|AARYA@TEST.COM|NA|NA|CTQA|NORTH|DELHI|DELHI|Ramesh||||01-Feb-2025|234512362389|No
18|AARYA|AC01|71|AACC02|Trusts|XYZ|BHGYT6567U|Other|Mumbai|Pune|Delhi|Kolkatta|AARYA@TEST.COM|NA|NA|CTQA|NORTH|DELHI|DELHI|Ramesh||||01-Feb-2025|234512362389|No
18|AARYA|AC01|72|AACC04|Trusts|XYZ|BHGYT6567U|Other|Mumbai|Pune|Delhi|Kolkatta|AARYA@TEST.COM|NA|NA|CTQA|NORTH|DELHI|DELHI|Ramesh||||01-Feb-2025|234512362389|No
18|AARYA|AC01|73|AACC03|Trusts|XYZ|BHGYT6567U|Other|Mumbai|Pune|Delhi|Kolkatta|AARYA@TEST.COM|NA|NA|CTQA|NORTH|DELHI|DELHI|Ramesh||||01-Feb-2025|234512362389|No
21|AARAV|APC02|97|APACC0A1|Trusts|XYZ|BHGYT6568V|Other|Mumbai|Pune|Delhi|Kolkatta|AARAV@TEST.COM|NA|NA|CTQA|NORTH|DELHI|DELHI|Ramesh|NA|Pendency Remark|Loss assets|02-Feb-2025|234512362381|No
21|AARAV|APC02|98|APACC0A2|Trusts|XYZ|BHGYT6568V|Other|Mumbai|Pune|Delhi|Kolkatta|AARAV@TEST.COM|NA|NA|CTQA|NORTH|DELHI|DELHI|Ramesh|NA|Pendency Remark|Loss assets|02-Feb-2025|234512362381|No
22|ANMAY|APC01|95|APACC01|Trusts|XYZ|BHGYT6567V|Other|Mumbai|Pune|Delhi|Kolkatta|ANMAY@TEST.COM|NA|NA|CTQA|NORTH|DELHI|DELHI|Ramesh|NA|Pendency Remark|Loss assets|01-Feb-2025|234512362389|No
22|ANMAY|APC01|96|APACC02|Trusts|XYZ|BHGYT6567V|Other|Mumbai|Pune|Delhi|Kolkatta|ANMAY@TEST.COM|NA|NA|CTQA|NORTH|DELHI|DELHI|Ramesh|NA|Pendency Remark|Loss assets|01-Feb-2025|234512362389|No
23|ANMAY1|APC03|99|APACC0A3|Trusts|XYZ|BHGYT6562W|Other|Mumbai|Pune|Delhi|Kolkatta|ANMAY@TEST.COM|NA|NA|CTQA|NORTH|DELHI|DELHI|Ramesh|NA|Pendency Remark|Loss assets|01-Feb-2025|234512362389|No
23|ANMAY1|APC03|100|APACC0A4|Trusts|XYZ|BHGYT6562W|Other|Mumbai|Pune|Delhi|Kolkatta|ANMAY@TEST.COM|NA|NA|CTQA|NORTH|DELHI|DELHI|Ramesh|NA|Pendency Remark|Loss assets|01-Feb-2025|234512362389|No
33|NEETA|AZ05|117|ACCN01|companies|||commercial|DELHI|||||Finance|Banking|CTQA|NORTH|CHHATTISGARH|BILASPUR||Pendency Reason||Doubtful assets|||No
33|NEETA|AZ05|117|ACCN01|companies|||commercial|MUMABI|PUNE|NAGPUR|DELHI||Finance|Banking|CTQA|NORTH|CHHATTISGARH|BILASPUR||Pendency Reason||Doubtful assets|||No
33|NEETA|AZ05|118|ACCN02|companies|||commercial|DELHI|||||Finance|Banking|CTQA|NORTH|CHHATTISGARH|BILASPUR||Pendency Reason||Doubtful assets|||No
33|NEETA|AZ05|118|ACCN02|companies|||commercial|MUMABI|PUNE|NAGPUR|DELHI||Finance|Banking|CTQA|NORTH|CHHATTISGARH|BILASPUR||Pendency Reason||Doubtful assets|||No
33|NEETA|AZ05|119|ACCN03|companies|||commercial|DELHI|||||Finance|Banking|CTQA|NORTH|CHHATTISGARH|BILASPUR||Pendency Reason||Doubtful assets|||No
33|NEETA|AZ05|119|ACCN03|companies|||commercial|MUMABI|PUNE|NAGPUR|DELHI||Finance|Banking|CTQA|NORTH|CHHATTISGARH|BILASPUR||Pendency Reason||Doubtful assets|||No
33|NEETA|AZ05|120|ACCN03|companies|||commercial|DELHI|||||Finance|Banking|CTQA|NORTH|CHHATTISGARH|BILASPUR||Pendency Reason||Doubtful assets|||No
33|NEETA|AZ05|120|ACCN03|companies|||commercial|MUMABI|PUNE|NAGPUR|DELHI||Finance|Banking|CTQA|NORTH|CHHATTISGARH|BILASPUR||Pendency Reason||Doubtful assets|||No
38|KALA|AZ15|124|JMACC01|Individual|||Other|MUMBAI|PUNE|||KALA.1@TEST.COM|Finance|Banking|CTQA|NORTH|CHHATTISGARH|BILASPUR|RAM||||03-Mar-2025||No
38|KALA|AZ15|125|ANU165789|Individual|||Other|MUMBAI|PUNE|||KALA.1@TEST.COM|Finance|Banking|CTQA|NORTH|CHHATTISGARH|BILASPUR|RAM||||03-Mar-2025||No
41|TEST1|24032025|134|LAN0404|Individual|XYZ||||||||||CTQA|WEST|MAHARASHTRA|PUNE||NA|TEST|Doubtful assets|02-Apr-2025||No
41|TEST1|24032025|135|LAN0404A|Individual|XYZ||||||||||CTQA|WEST|MAHARASHTRA|PUNE||NA|TEST|Doubtful assets|02-Apr-2025||No
