SystemId|Customer Name|Customer Number|Account System Id|Account Number|Dealing Officer 1 Email ID|Customer Location|Business Unit|Asset System Id|Customer Type|Trust Name|PAN|AddressType|Address 1|Address 2|Address 3|Address 4|Email Id|Segment|Industry|Customer Zone|Customer State|Father Name|Pendency Reason|Pendency Remarks|NPA Type|Date Of NPA|AdhaarNo|Customer Demise|Possession Date|Publication Name|Expense|Asset(Possession)|Edition|Document Name|Document Title|Description (13/4)|Publication Date (13/2)|Publication Name (13/2)|Expense (13/2)|Asset (13/2)|Edition (13/2)|Document Name (13/2)|Document Title (13/2)|Description (13/2)|Valuer|Date of Aproval|Valuation Date|Market Value|Distress Sale Value|Reserve Price|Valuation Asset|Valuation Method|Realizable Value|Approver By|Auction Date|Auction Ref No|Accepted Bid Amount|Sale Status|Purchaser|Auction Market Value|Auctioning Agency|Auction Asset|Auction Type|Auction Location|Reserve Value|EMD %|EMD Amount|Date Of Issuance Of Sale Certificate|EMD Date|Final Payment Date|Authorised Officer Name
1|SHREYA|SH01|5|ACC1657|Akash D: Akash@cubictree.com|KHED|CTQA|6|Individual|XYZ||commercial|MUMBAI|DELHI|PUNE|KOCHI|SNEHAL.GAIKWAD@CUBICTREE.COM|NA|NA|WEST|MAHARASHTRA|RAM|||||123435478677|Yes|||||||||||||||||||||||||||||||||||||||||||
1|SHREYA|SH01|5|ACC1657|Akash D: Akash@cubictree.com|KHED|CTQA|6|Individual|XYZ||Other|MUMBAI||||SNEHAL.GAIKWAD@CUBICTREE.COM|NA|NA|WEST|MAHARASHTRA|RAM|||||123435478677|Yes|||||||||||||||||||||||||||||||||||||||||||
2|BHARAT JOSHI|20203030|2|LAN3031|Snehal Gaikwad: snehal.gaikwad@cubictree.com|AHMEDABAD|CTQA|1|companies|||||||||||WEST|GUJARAT|ANIL||||||No|||||||||08-Mar-2023|publication|0|Asset-LAN3031-1|||||||||||||||||||||||||||||||
2|BHARAT JOSHI|20203030|2|LAN3031|Snehal Gaikwad: snehal.gaikwad@cubictree.com|AHMEDABAD|CTQA|1|companies|||||||||||WEST|GUJARAT|ANIL||||||No|||||||||08-Mar-2023|publication23|0|Asset-LAN3031-1|||||||||||||||||||||||||||||||
2|BHARAT JOSHI|20203030|2|LAN3031|Snehal Gaikwad: snehal.gaikwad@cubictree.com|AHMEDABAD|CTQA|1|companies|||||||||||WEST|GUJARAT|ANIL||||||No|08-Mar-2023|publication|0|Asset-LAN3031-1|||||||||||||||||||||||||||||||||||||||
2|BHARAT JOSHI|20203030|2|LAN3031|Snehal Gaikwad: snehal.gaikwad@cubictree.com|AHMEDABAD|CTQA|1|companies|||||||||||WEST|GUJARAT|ANIL||||||No|08-Mar-2023|publication23|0|Asset-LAN3031-1|||||||||||||||||||||||||||||||||||||||
2|BHARAT JOSHI|20203030|2|LAN3031|Snehal Gaikwad: snehal.gaikwad@cubictree.com|AHMEDABAD|CTQA|36|companies|||||||||||WEST|GUJARAT|ANIL||||||No|||||||||08-Mar-2023|publication|0|Asset-LAN3031-1|||||||||||||||||||||||||||||||
2|BHARAT JOSHI|20203030|2|LAN3031|Snehal Gaikwad: snehal.gaikwad@cubictree.com|AHMEDABAD|CTQA|36|companies|||||||||||WEST|GUJARAT|ANIL||||||No|||||||||08-Mar-2023|publication23|0|Asset-LAN3031-1|||||||||||||||||||||||||||||||
2|BHARAT JOSHI|20203030|2|LAN3031|Snehal Gaikwad: snehal.gaikwad@cubictree.com|AHMEDABAD|CTQA|36|companies|||||||||||WEST|GUJARAT|ANIL||||||No|08-Mar-2023|publication|0|Asset-LAN3031-1|||||||||||||||||||||||||||||||||||||||
2|BHARAT JOSHI|20203030|2|LAN3031|Snehal Gaikwad: snehal.gaikwad@cubictree.com|AHMEDABAD|CTQA|36|companies|||||||||||WEST|GUJARAT|ANIL||||||No|08-Mar-2023|publication23|0|Asset-LAN3031-1|||||||||||||||||||||||||||||||||||||||
2|BHARAT JOSHI|20203030|2|LAN3031|Snehal Gaikwad: snehal.gaikwad@cubictree.com|AHMEDABAD|CTQA|38|companies|||||||||||WEST|GUJARAT|ANIL||||||No|||||||||08-Mar-2023|publication|0|Asset-LAN3031-1|||||||||||||||||||||||||||||||
2|BHARAT JOSHI|20203030|2|LAN3031|Snehal Gaikwad: snehal.gaikwad@cubictree.com|AHMEDABAD|CTQA|38|companies|||||||||||WEST|GUJARAT|ANIL||||||No|||||||||08-Mar-2023|publication23|0|Asset-LAN3031-1|||||||||||||||||||||||||||||||
2|BHARAT JOSHI|20203030|2|LAN3031|Snehal Gaikwad: snehal.gaikwad@cubictree.com|AHMEDABAD|CTQA|38|companies|||||||||||WEST|GUJARAT|ANIL||||||No|08-Mar-2023|publication|0|Asset-LAN3031-1|||||||||||||||||||||||||||||||||||||||
2|BHARAT JOSHI|20203030|2|LAN3031|Snehal Gaikwad: snehal.gaikwad@cubictree.com|AHMEDABAD|CTQA|38|companies|||||||||||WEST|GUJARAT|ANIL||||||No|08-Mar-2023|publication23|0|Asset-LAN3031-1|||||||||||||||||||||||||||||||||||||||
2|BHARAT JOSHI|20203030|2|LAN3031|Snehal Gaikwad: snehal.gaikwad@cubictree.com|AHMEDABAD|CTQA|39|companies|||||||||||WEST|GUJARAT|ANIL||||||No|||||||||08-Mar-2023|publication|0|Asset-LAN3031-1|||||||||||||||||||||||||||||||
2|BHARAT JOSHI|20203030|2|LAN3031|Snehal Gaikwad: snehal.gaikwad@cubictree.com|AHMEDABAD|CTQA|39|companies|||||||||||WEST|GUJARAT|ANIL||||||No|||||||||08-Mar-2023|publication23|0|Asset-LAN3031-1|||||||||||||||||||||||||||||||
2|BHARAT JOSHI|20203030|2|LAN3031|Snehal Gaikwad: snehal.gaikwad@cubictree.com|AHMEDABAD|CTQA|39|companies|||||||||||WEST|GUJARAT|ANIL||||||No|08-Mar-2023|publication|0|Asset-LAN3031-1|||||||||||||||||||||||||||||||||||||||
2|BHARAT JOSHI|20203030|2|LAN3031|Snehal Gaikwad: snehal.gaikwad@cubictree.com|AHMEDABAD|CTQA|39|companies|||||||||||WEST|GUJARAT|ANIL||||||No|08-Mar-2023|publication23|0|Asset-LAN3031-1|||||||||||||||||||||||||||||||||||||||
2|BHARAT JOSHI|20203030|2|LAN3031|Snehal Gaikwad: snehal.gaikwad@cubictree.com|AHMEDABAD|CTQA|43|companies|||||||||||WEST|GUJARAT|ANIL||||||No|||||||||08-Mar-2023|publication|0|Asset-LAN3031-1|||||||||||||||||||||||||||||||
2|BHARAT JOSHI|20203030|2|LAN3031|Snehal Gaikwad: snehal.gaikwad@cubictree.com|AHMEDABAD|CTQA|43|companies|||||||||||WEST|GUJARAT|ANIL||||||No|||||||||08-Mar-2023|publication23|0|Asset-LAN3031-1|||||||||||||||||||||||||||||||
2|BHARAT JOSHI|20203030|2|LAN3031|Snehal Gaikwad: snehal.gaikwad@cubictree.com|AHMEDABAD|CTQA|43|companies|||||||||||WEST|GUJARAT|ANIL||||||No|08-Mar-2023|publication|0|Asset-LAN3031-1|||||||||||||||||||||||||||||||||||||||
2|BHARAT JOSHI|20203030|2|LAN3031|Snehal Gaikwad: snehal.gaikwad@cubictree.com|AHMEDABAD|CTQA|43|companies|||||||||||WEST|GUJARAT|ANIL||||||No|08-Mar-2023|publication23|0|Asset-LAN3031-1|||||||||||||||||||||||||||||||||||||||
2|BHARAT JOSHI|20203030|2|LAN3031|Snehal Gaikwad: snehal.gaikwad@cubictree.com|AHMEDABAD|CTQA|122|companies|||||||||||WEST|GUJARAT|ANIL||||||No|||||||||08-Mar-2023|publication|0|Asset-LAN3031-1|||||||||||||||||||||||||||||||
2|BHARAT JOSHI|20203030|2|LAN3031|Snehal Gaikwad: snehal.gaikwad@cubictree.com|AHMEDABAD|CTQA|122|companies|||||||||||WEST|GUJARAT|ANIL||||||No|||||||||08-Mar-2023|publication23|0|Asset-LAN3031-1|||||||||||||||||||||||||||||||
2|BHARAT JOSHI|20203030|2|LAN3031|Snehal Gaikwad: snehal.gaikwad@cubictree.com|AHMEDABAD|CTQA|122|companies|||||||||||WEST|GUJARAT|ANIL||||||No|08-Mar-2023|publication|0|Asset-LAN3031-1|||||||||||||||||||||||||||||||||||||||
2|BHARAT JOSHI|20203030|2|LAN3031|Snehal Gaikwad: snehal.gaikwad@cubictree.com|AHMEDABAD|CTQA|122|companies|||||||||||WEST|GUJARAT|ANIL||||||No|08-Mar-2023|publication23|0|Asset-LAN3031-1|||||||||||||||||||||||||||||||||||||||
2|BHARAT JOSHI|20203030|187|LAN1107|Snehal Gaikwad: snehal.gaikwad@cubictree.com|AHMEDABAD|CTQA|90|companies|||||||||||WEST|GUJARAT|ANIL||||||No|||||||||||||||||||||||||||||||||||||||||||
2|BHARAT JOSHI|20203030|187|LAN1107|Snehal Gaikwad: snehal.gaikwad@cubictree.com|AHMEDABAD|CTQA|91|companies|||||||||||WEST|GUJARAT|ANIL||||||No|||||||||||||||||||||||||||||||||||||||||||
2|BHARAT JOSHI|20203030|187|LAN1107|Snehal Gaikwad: snehal.gaikwad@cubictree.com|AHMEDABAD|CTQA|92|companies|||||||||||WEST|GUJARAT|ANIL||||||No|||||||||||||||||||||||||||||||||||||||||||
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|2|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|||||||||04-Jan-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||authorised shamravan
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|2|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|||||||||04-Jan-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||authorised shamravan
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|2|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|||||||||08-Jan-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||authorised shamravan
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|2|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|||||||||12-May-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||authorised shamravan
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|2|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|04-Jan-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||||||||||authorised shamravan
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|2|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|04-Jan-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||||||||||authorised shamravan
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|2|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|08-Jan-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||||||||||authorised shamravan
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|2|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|12-May-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||||||||||authorised shamravan
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|3|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|||||||||04-Jan-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|3|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|||||||||04-Jan-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|3|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|||||||||08-Jan-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|3|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|||||||||12-May-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|3|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|04-Jan-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||||||||||
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|3|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|04-Jan-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||||||||||
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|3|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|08-Jan-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||||||||||
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|3|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|12-May-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||||||||||
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|5|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|||||||||04-Jan-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|5|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|||||||||04-Jan-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|5|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|||||||||08-Jan-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|5|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|||||||||12-May-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|5|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|04-Jan-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||||||||||
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|5|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|04-Jan-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||||||||||
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|5|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|08-Jan-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||||||||||
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|5|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|12-May-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||||||||||
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|40|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|||||||||04-Jan-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|40|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|||||||||04-Jan-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|40|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|||||||||08-Jan-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|40|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|||||||||12-May-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||
3|DIGVIJAY JOSHI|202040|3|LAN4041|Akash D: Akash@cubictree.com|AKOLA|CTQA|40|partnership firm|||commercial|SHASHTRI NAGAR|PKV ROAD|AKOLA|MAHARASHTRA|DIGVIJAYJOSHI@GMAIL.COM|NA|NA|WEST|MAHARASHTRA|SUNIL|NA|DOUBTFULL ASSET|Doubtful assets|08-Jan-2024|525999916551|No|04-Jan-2024|Loksatta|0|Asset-LAN4041-1	|||||||||||||||||||||||||||||||||||||||
